,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
3130,2011-07-19 08:00:00,3,0,1,2,31.16,36.365,70,11.0014,31,381,412
1423,2011-04-05 04:00:00,2,0,1,3,20.5,24.24,88,32.9975,0,2,2
7508,2012-05-12 05:00:00,2,0,0,1,17.22,21.21,67,8.9981,5,8,13
7006,2012-04-10 06:00:00,2,0,1,1,13.94,17.425,71,7.0015,3,100,103
3341,2011-08-09 03:00:00,3,0,1,1,29.52,34.09,62,0.0,0,3,3
1436,2011-04-05 17:00:00,2,0,1,1,17.22,21.21,38,27.9993,27,246,273
9488,2012-09-18 17:00:00,3,0,1,3,24.6,27.275,88,12.998,36,302,338
3219,2011-08-04 01:00:00,3,0,1,2,27.06,29.545,94,6.0032,3,14,17
704,2011-02-12 16:00:00,1,0,0,1,13.94,15.15,29,27.9993,42,103,145
10719,2012-12-13 01:00:00,4,0,1,2,11.48,12.88,52,19.0012,4,19,23
2570,2011-06-15 00:00:00,2,0,1,1,22.96,26.515,64,23.9994,8,44,52
6272,2012-02-17 14:00:00,1,0,1,1,16.4,20.455,37,23.9994,33,137,170
2007,2011-05-10 13:00:00,2,0,1,2,25.42,31.06,38,16.9979,50,152,202
719,2011-02-13 08:00:00,1,0,0,2,9.02,11.365,64,12.998,1,11,12
7299,2012-05-03 12:00:00,2,0,1,1,22.96,26.515,73,8.9981,64,237,301
8675,2012-08-03 20:00:00,3,0,1,2,31.98,37.88,66,15.0013,89,300,389
9071,2012-09-01 08:00:00,3,0,0,2,31.16,35.605,58,16.9979,28,134,162
4456,2011-10-17 17:00:00,4,0,1,1,22.96,26.515,64,8.9981,80,540,620
9277,2012-09-09 22:00:00,3,0,0,1,23.78,27.275,49,16.9979,64,125,189
8064,2012-06-16 09:00:00,2,0,0,1,24.6,30.305,60,6.0032,88,279,367
9613,2012-10-04 22:00:00,4,0,1,1,26.24,31.06,47,8.9981,29,203,232
4132,2011-10-04 05:00:00,4,0,1,1,16.4,20.455,82,8.9981,2,25,27
6618,2012-03-13 01:00:00,1,0,1,2,21.32,25.0,59,15.0013,2,14,16
3833,2011-09-10 17:00:00,3,0,0,1,30.34,34.09,55,15.0013,185,275,460
8194,2012-07-02 19:00:00,3,0,1,1,31.98,34.85,43,8.9981,71,510,581
3047,2011-07-15 21:00:00,3,0,1,1,27.06,31.06,54,7.0015,75,186,261
5711,2012-01-13 03:00:00,1,0,1,1,14.76,16.665,87,16.9979,3,4,7
5069,2011-12-05 07:00:00,4,0,1,1,13.12,17.425,90,0.0,9,274,283
6705,2012-03-16 16:00:00,1,0,1,3,19.68,23.485,77,0.0,18,111,129
5916,2012-02-02 17:00:00,1,0,1,1,17.22,21.21,54,32.9975,13,437,450
3419,2011-08-12 09:00:00,3,0,1,1,29.52,32.575,34,8.9981,27,178,205
9954,2012-10-19 03:00:00,4,0,1,2,22.96,26.515,83,0.0,0,5,5
5239,2011-12-12 09:00:00,4,0,1,2,7.38,10.605,74,6.0032,12,208,220
10039,2012-11-03 16:00:00,4,0,0,2,14.76,16.665,46,22.0028,108,292,400
4511,2011-11-01 01:00:00,4,0,1,1,14.76,17.425,81,8.9981,3,8,11
2276,2011-06-02 18:00:00,2,0,1,1,30.34,32.575,22,26.0027,74,451,525
2001,2011-05-10 07:00:00,2,0,1,2,18.04,21.97,62,8.9981,13,301,314
9345,2012-09-12 18:00:00,3,0,1,1,27.06,31.06,44,16.9979,91,886,977
3052,2011-07-16 02:00:00,3,0,0,1,24.6,29.545,73,8.9981,10,48,58
10401,2012-11-18 19:00:00,4,0,0,1,14.76,17.425,66,11.0014,16,194,210
8830,2012-08-10 07:00:00,3,0,1,3,26.24,28.79,89,7.0015,5,128,133
10021,2012-11-02 22:00:00,4,0,1,1,14.76,16.665,46,16.9979,14,135,149
5195,2011-12-10 13:00:00,4,0,0,1,13.94,15.15,34,27.9993,47,239,286
8883,2012-08-12 12:00:00,3,0,0,1,30.34,33.335,42,12.998,163,342,505
10756,2012-12-14 14:00:00,4,0,1,1,16.4,20.455,43,12.998,48,251,299
2973,2011-07-12 19:00:00,3,0,1,1,34.44,37.88,44,19.0012,42,295,337
696,2011-02-12 08:00:00,1,0,0,1,5.74,7.575,86,8.9981,2,28,30
8634,2012-08-02 03:00:00,3,0,1,1,27.06,30.305,83,0.0,0,6,6
1146,2011-03-12 10:00:00,1,0,0,1,13.12,15.15,66,15.0013,21,78,99
2839,2011-07-07 05:00:00,3,0,1,1,26.24,28.79,89,7.0015,2,30,32
7599,2012-05-16 00:00:00,2,0,1,2,23.78,27.275,88,0.0,12,27,39
4660,2011-11-07 06:00:00,4,0,1,2,11.48,15.91,93,0.0,2,97,99
319,2011-01-14 19:00:00,1,0,1,1,6.56,9.85,59,6.0032,3,89,92
4021,2011-09-18 14:00:00,3,0,0,2,23.78,27.275,56,8.9981,127,184,311
8661,2012-08-03 06:00:00,3,0,1,1,27.06,30.305,83,15.0013,5,158,163
4820,2011-11-13 22:00:00,4,0,0,1,19.68,23.485,41,26.0027,25,64,89
7411,2012-05-08 04:00:00,2,0,1,2,21.32,25.0,68,22.0028,0,5,5
5455,2012-01-02 10:00:00,1,1,0,1,10.66,12.12,35,19.0012,20,89,109
7784,2012-06-04 17:00:00,2,0,1,1,26.24,31.06,38,30.0026,101,733,834
1421,2011-04-05 02:00:00,2,0,1,2,22.14,25.76,73,22.0028,0,5,5
6537,2012-03-09 15:00:00,1,0,1,1,18.86,22.725,24,16.9979,50,188,238
6846,2012-04-03 14:00:00,2,0,1,1,22.96,26.515,21,15.0013,120,191,311
2116,2011-05-15 02:00:00,2,0,0,2,21.32,25.0,100,8.9981,13,37,50
3557,2011-08-18 03:00:00,3,0,1,1,27.06,31.06,69,19.0012,0,6,6
7136,2012-04-15 17:00:00,2,0,0,1,28.7,31.82,42,22.0028,262,361,623
2922,2011-07-10 16:00:00,3,0,0,1,34.44,37.88,41,19.0012,128,244,372
241,2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
10161,2012-11-08 19:00:00,4,0,1,1,15.58,19.695,27,23.9994,14,359,373
9953,2012-10-19 02:00:00,4,0,1,2,22.14,25.76,88,0.0,1,9,10
3965,2011-09-16 06:00:00,3,0,1,1,15.58,19.695,71,15.0013,6,87,93
4890,2011-11-16 20:00:00,4,0,1,3,18.04,21.97,88,26.0027,5,94,99
2542,2011-06-13 20:00:00,2,0,1,1,26.24,31.06,44,16.9979,78,253,331
9824,2012-10-13 17:00:00,4,0,0,1,18.86,22.725,38,11.0014,193,335,528
8717,2012-08-05 14:00:00,3,0,0,1,36.9,42.425,42,31.0009,161,365,526
1434,2011-04-05 15:00:00,2,0,1,1,16.4,20.455,46,31.0009,6,62,68
2396,2011-06-07 18:00:00,2,0,1,1,31.98,34.85,46,19.0012,72,479,551
9940,2012-10-18 13:00:00,4,0,1,1,25.42,31.06,53,23.9994,96,236,332
4053,2011-09-19 22:00:00,3,0,1,2,22.96,26.515,68,11.0014,25,104,129
3609,2011-09-01 07:00:00,3,0,1,1,24.6,28.79,78,0.0,7,335,342
4159,2011-10-05 08:00:00,4,0,1,1,21.32,25.0,63,0.0,26,441,467
7617,2012-05-16 18:00:00,2,0,1,1,29.52,33.335,51,15.0013,97,749,846
4895,2011-11-17 01:00:00,4,0,1,2,17.22,21.21,82,11.0014,0,5,5
9771,2012-10-11 12:00:00,4,0,1,1,18.86,22.725,36,0.0,47,279,326
7576,2012-05-15 01:00:00,2,0,1,3,22.96,26.515,88,8.9981,5,14,19
3692,2011-09-04 18:00:00,3,0,0,1,31.16,36.365,66,12.998,187,169,356
4089,2011-10-02 10:00:00,4,0,0,2,14.76,16.665,71,19.0012,60,188,248
2831,2011-07-06 21:00:00,3,0,1,1,28.7,33.335,79,12.998,66,175,241
103,2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79
7616,2012-05-16 17:00:00,2,0,1,1,29.52,33.335,51,12.998,104,769,873
3711,2011-09-05 13:00:00,3,1,0,2,30.34,34.85,70,8.9981,154,235,389
4316,2011-10-11 21:00:00,4,0,1,2,23.78,27.275,78,12.998,17,158,175
8588,2012-07-19 05:00:00,3,0,1,2,29.52,34.09,70,7.0015,5,35,40
5248,2011-12-12 18:00:00,4,0,1,1,12.3,15.91,56,6.0032,8,349,357
9117,2012-09-03 06:00:00,3,1,0,1,27.06,29.545,94,0.0,3,12,15
2714,2011-07-02 00:00:00,3,0,0,1,27.88,31.82,47,6.0032,31,84,115
8347,2012-07-09 04:00:00,3,0,1,3,27.06,29.545,89,26.0027,1,1,2
8863,2012-08-11 16:00:00,3,0,0,1,32.8,36.365,46,19.9995,227,304,531
8801,2012-08-09 02:00:00,3,0,1,1,28.7,33.335,84,6.0032,2,12,14
6671,2012-03-15 06:00:00,1,0,1,1,18.04,21.97,72,6.0032,4,113,117
9826,2012-10-13 19:00:00,4,0,0,1,18.04,21.97,44,11.0014,73,259,332
1144,2011-03-12 08:00:00,1,0,0,1,10.66,12.88,65,11.0014,9,44,53
5010,2011-12-02 20:00:00,4,0,1,1,15.58,19.695,40,19.0012,12,178,190
5850,2012-01-18 23:00:00,1,0,1,1,6.56,6.82,47,19.9995,2,36,38
1567,2011-04-11 05:00:00,2,0,1,1,18.86,22.725,94,12.998,1,12,13
10416,2012-11-19 10:00:00,4,0,1,2,14.76,16.665,66,16.9979,33,106,139
8657,2012-08-03 02:00:00,3,0,1,1,27.88,31.82,79,15.0013,0,14,14
8213,2012-07-03 14:00:00,3,0,1,1,36.9,38.635,25,12.998,69,241,310
4614,2011-11-05 08:00:00,4,0,0,1,11.48,12.88,56,22.0028,4,80,84
9205,2012-09-06 22:00:00,3,0,1,1,26.24,28.79,89,11.0014,24,193,217
5106,2011-12-06 20:00:00,4,0,1,3,18.86,22.725,100,19.9995,3,107,110
9792,2012-10-12 09:00:00,4,0,1,1,20.5,24.24,39,19.9995,26,374,400
5150,2011-12-08 16:00:00,4,0,1,1,13.12,15.91,45,12.998,7,201,208
2225,2011-05-19 15:00:00,2,0,1,1,22.96,26.515,78,11.0014,63,125,188
7390,2012-05-07 07:00:00,2,0,1,2,19.68,23.485,82,7.0015,18,367,385
6720,2012-03-17 07:00:00,1,0,0,2,16.4,20.455,100,8.9981,29,57,86
7529,2012-05-13 02:00:00,2,0,0,2,22.14,25.76,68,11.0014,22,60,82
9285,2012-09-10 06:00:00,3,0,1,1,20.5,24.24,72,8.9981,8,172,180
7476,2012-05-10 21:00:00,2,0,1,1,20.5,24.24,42,12.998,19,211,230
1174,2011-03-13 15:00:00,1,0,0,1,19.68,23.485,39,22.0028,149,155,304
5706,2012-01-12 22:00:00,1,0,1,1,15.58,19.695,76,19.9995,12,121,133
435,2011-02-01 05:00:00,1,0,1,3,5.74,10.605,93,0.0,0,3,3
6539,2012-03-09 17:00:00,1,0,1,1,18.86,22.725,24,26.0027,68,498,566
260,2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,54,54
5478,2012-01-03 09:00:00,1,0,1,1,6.56,6.82,50,19.0012,8,145,153
10683,2012-12-11 13:00:00,4,0,1,2,15.58,19.695,50,15.0013,28,226,254
4583,2011-11-04 01:00:00,4,0,1,2,16.4,20.455,82,0.0,1,16,17
7354,2012-05-05 19:00:00,2,0,0,2,25.42,29.545,73,22.0028,151,254,405
5715,2012-01-13 07:00:00,1,0,1,1,10.66,12.88,60,15.0013,3,174,177
7776,2012-06-04 09:00:00,2,0,1,1,25.42,31.06,43,19.0012,38,244,282
4302,2011-10-11 07:00:00,4,0,1,2,21.32,25.0,88,6.0032,19,333,352
4088,2011-10-02 09:00:00,4,0,0,1,14.76,16.665,76,23.9994,19,96,115
9965,2012-10-19 14:00:00,4,0,1,1,27.06,31.06,61,16.9979,88,277,365
3821,2011-09-10 05:00:00,3,0,0,1,23.78,27.275,94,8.9981,2,6,8
1293,2011-03-18 18:00:00,1,0,1,1,27.88,31.82,39,11.0014,84,247,331
469,2011-02-02 15:00:00,1,0,1,1,15.58,19.695,76,22.0028,10,66,76
9211,2012-09-07 04:00:00,3,0,1,1,25.42,28.03,88,0.0,1,7,8
4345,2011-10-13 02:00:00,4,0,1,2,22.14,25.76,94,0.0,0,4,4
2289,2011-06-03 07:00:00,2,0,1,1,22.14,25.76,45,16.9979,25,252,277
8837,2012-08-10 14:00:00,3,0,1,1,31.16,35.605,58,23.9994,71,236,307
3643,2011-09-02 17:00:00,3,0,1,2,27.88,31.82,65,11.0014,78,377,455
7180,2012-04-17 13:00:00,2,0,1,1,25.42,31.06,29,16.9979,52,187,239
1758,2011-04-19 04:00:00,2,0,1,1,18.86,22.725,67,6.0032,1,4,5
5436,2012-01-01 14:00:00,1,0,0,1,18.04,21.97,54,19.9995,120,147,267
6762,2012-03-19 01:00:00,1,0,1,1,18.86,22.725,88,7.0015,0,15,15
9639,2012-10-06 00:00:00,4,0,0,1,22.96,26.515,83,11.0014,37,154,191
1214,2011-03-15 09:00:00,1,0,1,2,12.3,16.665,70,0.0,10,147,157
10253,2012-11-12 15:00:00,4,1,0,1,22.96,26.515,64,16.9979,102,280,382
7814,2012-06-05 23:00:00,2,0,1,1,22.14,25.76,56,6.0032,20,93,113
1664,2011-04-15 06:00:00,2,1,0,1,14.76,18.18,81,6.0032,5,42,47
6668,2012-03-15 03:00:00,1,0,1,1,20.5,24.24,63,0.0,0,7,7
218,2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,2,92,94
10761,2012-12-14 19:00:00,4,0,1,1,13.94,17.425,53,6.0032,17,302,319
9358,2012-09-13 07:00:00,3,0,1,1,22.14,25.76,77,0.0,22,549,571
4971,2011-12-01 05:00:00,4,0,1,1,10.66,12.12,56,16.9979,1,23,24
2807,2011-07-05 21:00:00,3,0,1,1,31.98,37.12,62,16.9979,77,168,245
8377,2012-07-10 10:00:00,3,0,1,1,31.16,35.605,62,12.998,56,134,190
7083,2012-04-13 12:00:00,2,0,1,1,20.5,24.24,31,0.0,104,218,322
5196,2011-12-10 14:00:00,4,0,0,1,13.94,15.15,31,22.0028,51,242,293
5667,2012-01-11 07:00:00,1,0,1,1,8.2,10.605,80,8.9981,9,247,256
1027,2011-03-07 08:00:00,1,0,1,1,8.2,9.09,75,26.0027,11,200,211
4288,2011-10-10 17:00:00,4,1,0,2,27.06,31.06,54,7.0015,125,334,459
1151,2011-03-12 15:00:00,1,0,0,1,17.22,21.21,44,32.9975,81,101,182
495,2011-02-03 18:00:00,1,0,1,1,8.2,10.605,40,11.0014,2,145,147
4991,2011-12-02 01:00:00,4,0,1,1,9.84,14.395,75,0.0,1,14,15
501,2011-02-04 00:00:00,1,0,1,2,8.2,12.88,44,0.0,3,10,13
3998,2011-09-17 15:00:00,3,0,0,2,21.32,25.0,72,12.998,148,206,354
9814,2012-10-13 07:00:00,4,0,0,1,12.3,15.15,61,11.0014,10,60,70
3823,2011-09-10 07:00:00,3,0,0,1,24.6,27.275,88,8.9981,9,43,52
1732,2011-04-18 02:00:00,2,0,1,1,17.22,21.21,67,7.0015,14,2,16
8586,2012-07-19 03:00:00,3,0,1,1,29.52,34.09,70,7.0015,1,4,5
8531,2012-07-16 20:00:00,3,0,1,1,32.8,38.635,59,8.9981,66,388,454
3735,2011-09-06 14:00:00,3,0,1,3,22.14,25.76,88,19.0012,3,21,24
5465,2012-01-02 20:00:00,1,1,0,1,9.84,11.365,41,15.0013,5,83,88
7040,2012-04-11 17:00:00,2,0,1,1,17.22,21.21,35,26.0027,52,527,579
2626,2011-06-17 08:00:00,2,0,1,2,24.6,28.03,83,0.0,28,426,454
5940,2012-02-03 17:00:00,1,0,1,1,16.4,20.455,37,6.0032,30,458,488
8961,2012-08-15 18:00:00,3,0,1,1,30.34,33.335,51,15.0013,80,768,848
5756,2012-01-15 00:00:00,1,0,0,1,6.56,6.82,47,22.0028,9,50,59
7984,2012-06-13 01:00:00,2,0,1,1,26.24,29.545,78,0.0,7,21,28
7248,2012-05-01 09:00:00,2,0,1,2,22.14,25.76,88,12.998,18,331,349
6847,2012-04-03 15:00:00,2,0,1,1,24.6,29.545,20,12.998,109,207,316
2991,2011-07-13 13:00:00,3,0,1,3,33.62,37.88,46,8.9981,39,119,158
5452,2012-01-02 07:00:00,1,1,0,1,9.84,10.605,32,26.0027,0,16,16
1167,2011-03-13 08:00:00,1,0,0,1,16.4,20.455,50,19.9995,11,23,34
1771,2011-04-19 17:00:00,2,0,1,1,22.96,26.515,60,7.0015,39,372,411
9543,2012-10-02 00:00:00,4,0,1,2,22.96,26.515,73,0.0,1,30,31
3985,2011-09-17 02:00:00,3,0,0,1,18.86,22.725,82,6.0032,18,61,79
250,2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,0.0,0,51,51
3674,2011-09-04 00:00:00,3,0,0,1,27.06,29.545,89,12.998,33,76,109
402,2011-01-18 18:00:00,1,0,1,2,9.02,11.365,80,11.0014,1,132,133
7621,2012-05-16 22:00:00,2,0,1,1,26.24,30.305,73,11.0014,33,253,286
9582,2012-10-03 15:00:00,4,0,1,2,29.52,34.09,62,11.0014,59,260,319
1109,2011-03-10 20:00:00,1,0,1,3,14.76,16.665,0,22.0028,9,29,38
8434,2012-07-12 19:00:00,3,0,1,1,30.34,33.335,48,15.0013,97,532,629
2924,2011-07-10 18:00:00,3,0,0,1,33.62,37.12,43,19.0012,141,222,363
5433,2012-01-01 11:00:00,1,0,0,1,13.94,16.665,76,8.9981,40,98,138
653,2011-02-10 11:00:00,1,0,1,1,5.74,6.06,39,23.9994,1,44,45
5774,2012-01-15 18:00:00,1,0,0,1,7.38,9.09,29,15.0013,7,113,120
6687,2012-03-15 22:00:00,1,0,1,1,21.32,25.0,68,8.9981,32,137,169
4387,2011-10-14 20:00:00,4,0,1,1,21.32,25.0,42,12.998,19,177,196
7767,2012-06-04 00:00:00,2,0,1,1,23.78,27.275,53,0.0,11,38,49
10490,2012-12-03 12:00:00,4,0,1,1,21.32,25.0,68,11.0014,40,228,268
2097,2011-05-14 07:00:00,2,0,0,3,19.68,23.485,100,0.0,4,28,32
598,2011-02-08 02:00:00,1,0,1,2,10.66,13.635,93,7.0015,1,1,2
8721,2012-08-05 18:00:00,3,0,0,3,28.7,33.335,74,8.9981,75,154,229
592,2011-02-07 20:00:00,1,0,1,2,13.12,16.665,70,7.0015,6,82,88
3836,2011-09-10 20:00:00,3,0,0,1,27.06,31.06,69,7.0015,78,167,245
9324,2012-09-11 21:00:00,3,0,1,1,22.96,26.515,60,7.0015,28,282,310
4826,2011-11-14 04:00:00,4,0,1,1,18.04,21.97,67,15.0013,0,5,5
3571,2011-08-18 17:00:00,3,0,1,3,32.8,36.365,46,19.9995,44,365,409
693,2011-02-12 05:00:00,1,0,0,1,4.92,8.335,74,6.0032,0,1,1
9215,2012-09-07 08:00:00,3,0,1,1,27.06,30.305,83,7.0015,29,690,719
2451,2011-06-10 01:00:00,2,0,1,3,28.7,32.575,65,15.0013,5,18,23
6448,2012-03-05 22:00:00,1,0,1,1,9.84,10.605,35,22.0028,2,76,78
3999,2011-09-17 16:00:00,3,0,0,1,22.14,25.76,68,16.9979,116,189,305
4750,2011-11-11 00:00:00,4,1,0,1,13.94,15.91,53,16.9979,10,56,66
2195,2011-05-18 09:00:00,2,0,1,3,22.96,26.515,83,16.9979,26,176,202
7124,2012-04-15 05:00:00,2,0,0,1,20.5,24.24,68,11.0014,4,6,10
4466,2011-10-18 03:00:00,4,0,1,1,18.04,21.97,94,6.0032,0,1,1
2002,2011-05-10 08:00:00,2,0,1,2,20.5,24.24,51,7.0015,28,397,425
6699,2012-03-16 10:00:00,1,0,1,2,16.4,20.455,87,6.0032,44,136,180
9811,2012-10-13 04:00:00,4,0,0,1,12.3,15.15,65,11.0014,2,9,11
2197,2011-05-18 11:00:00,2,0,1,2,22.14,25.76,94,6.0032,6,17,23
10311,2012-11-15 01:00:00,4,0,1,2,10.66,13.635,65,7.0015,2,14,16
5836,2012-01-18 09:00:00,1,0,1,1,11.48,12.88,52,22.0028,6,196,202
9980,2012-11-01 05:00:00,4,0,1,1,13.94,16.665,66,8.9981,1,39,40
4589,2011-11-04 07:00:00,4,0,1,2,16.4,20.455,86,15.0013,10,235,245
5886,2012-02-01 11:00:00,1,0,1,1,16.4,20.455,58,11.0014,27,116,143
8849,2012-08-11 02:00:00,3,0,0,3,26.24,29.545,78,12.998,19,66,85
2769,2011-07-04 07:00:00,3,1,0,1,27.06,30.305,83,8.9981,17,19,36
7491,2012-05-11 12:00:00,2,0,1,1,22.96,26.515,28,27.9993,89,259,348
5776,2012-01-15 20:00:00,1,0,0,1,6.56,9.09,37,7.0015,10,85,95
7474,2012-05-10 19:00:00,2,0,1,1,22.14,25.76,37,23.9994,84,469,553
10014,2012-11-02 15:00:00,4,0,1,2,16.4,20.455,40,27.9993,51,255,306
10155,2012-11-08 13:00:00,4,0,1,1,18.04,21.97,18,27.9993,33,195,228
10377,2012-11-17 19:00:00,4,0,0,1,13.94,17.425,53,6.0032,45,208,253
2455,2011-06-10 05:00:00,2,0,1,1,27.06,30.305,78,11.0014,0,28,28
7654,2012-05-18 07:00:00,2,0,1,1,18.86,22.725,82,7.0015,40,475,515
9968,2012-10-19 17:00:00,4,0,1,3,25.42,30.305,69,23.9994,48,377,425
3537,2011-08-17 07:00:00,3,0,1,1,27.06,31.06,65,6.0032,12,296,308
3587,2011-08-19 09:00:00,3,0,1,1,28.7,32.575,65,8.9981,31,187,218
1240,2011-03-16 12:00:00,1,0,1,2,16.4,20.455,71,7.0015,23,65,88
4141,2011-10-04 14:00:00,4,0,1,1,23.78,27.275,53,16.9979,27,156,183
2230,2011-05-19 20:00:00,2,0,1,1,22.14,25.76,77,19.0012,46,236,282
6735,2012-03-17 22:00:00,1,0,0,1,22.14,25.76,68,0.0,58,153,211
1288,2011-03-18 13:00:00,1,0,1,1,26.24,31.06,41,19.0012,57,118,175
4577,2011-11-03 19:00:00,4,0,1,1,18.04,21.97,67,6.0032,18,234,252
10625,2012-12-09 03:00:00,4,0,0,2,16.4,20.455,87,7.0015,14,34,48
6770,2012-03-19 09:00:00,1,0,1,1,20.5,24.24,72,11.0014,55,276,331
5125,2011-12-07 15:00:00,4,0,1,3,17.22,21.21,94,15.0013,5,25,30
895,2011-03-01 18:00:00,1,0,1,1,13.12,15.91,39,12.998,10,214,224
4093,2011-10-02 14:00:00,4,0,0,3,14.76,17.425,81,11.0014,61,195,256
8444,2012-07-13 05:00:00,3,0,1,2,27.06,31.82,56,6.0032,4,30,34
4319,2011-10-12 00:00:00,4,0,1,2,22.96,26.515,83,8.9981,2,23,25
3519,2011-08-16 13:00:00,3,0,1,1,31.16,34.09,48,19.9995,45,147,192
8776,2012-08-08 01:00:00,3,0,1,1,29.52,34.85,79,0.0,3,20,23
499,2011-02-03 22:00:00,1,0,1,1,7.38,10.605,51,6.0032,2,39,41
9975,2012-11-01 00:00:00,4,0,1,1,14.76,18.18,57,6.0032,8,52,60
2972,2011-07-12 18:00:00,3,0,1,1,35.26,40.15,47,19.9995,39,472,511
4701,2011-11-08 23:00:00,4,0,1,1,14.76,18.94,81,0.0,3,45,48
8326,2012-07-08 07:00:00,3,0,0,1,32.8,40.15,66,0.0,19,33,52
8719,2012-08-05 16:00:00,3,0,0,1,33.62,37.88,46,16.9979,143,278,421
6572,2012-03-11 03:00:00,1,0,0,1,9.84,12.12,60,8.9981,15,51,66
5998,2012-02-06 04:00:00,1,0,1,1,7.38,10.605,80,7.0015,0,2,2
9416,2012-09-15 17:00:00,3,0,0,2,27.06,31.06,36,16.9979,295,434,729
10766,2012-12-15 00:00:00,4,0,0,1,12.3,16.665,70,0.0,4,90,94
2126,2011-05-15 12:00:00,2,0,0,1,25.42,29.545,73,19.9995,120,247,367
324,2011-01-15 00:00:00,1,0,0,1,7.38,12.12,55,0.0,3,25,28
658,2011-02-10 16:00:00,1,0,1,1,8.2,9.09,27,19.9995,4,76,80
10117,2012-11-06 22:00:00,4,0,1,2,12.3,14.395,56,15.0013,17,136,153
2798,2011-07-05 12:00:00,3,0,1,1,32.8,36.365,43,7.0015,71,130,201
4106,2011-10-03 03:00:00,4,0,1,1,14.76,18.94,81,0.0,1,6,7
7032,2012-04-11 09:00:00,2,0,1,2,13.12,15.15,49,19.9995,20,282,302
10433,2012-12-01 03:00:00,4,0,0,2,10.66,13.635,81,8.9981,1,14,15
6408,2012-03-04 06:00:00,1,0,0,2,12.3,13.635,52,19.9995,0,5,5
6458,2012-03-06 08:00:00,1,0,1,1,6.56,9.09,59,7.0015,14,487,501
9466,2012-09-17 19:00:00,3,0,1,2,25.42,29.545,73,7.0015,51,435,486
6069,2012-02-09 03:00:00,1,0,1,1,9.02,10.605,80,19.0012,0,4,4
236,2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,6
5220,2011-12-11 14:00:00,4,0,0,1,12.3,16.665,28,0.0,44,198,242
8562,2012-07-18 03:00:00,3,0,1,1,30.34,34.85,66,8.9981,2,2,4
9047,2012-08-19 08:00:00,3,0,0,2,26.24,30.305,69,7.0015,34,90,124
7194,2012-04-18 03:00:00,2,0,1,2,20.5,24.24,42,15.0013,0,6,6
9429,2012-09-16 06:00:00,3,0,0,1,20.5,24.24,72,0.0,9,26,35
6891,2012-04-05 11:00:00,2,0,1,2,17.22,21.21,38,15.0013,109,159,268
10107,2012-11-06 12:00:00,4,0,1,1,13.12,16.665,45,8.9981,31,217,248
5720,2012-01-13 12:00:00,1,0,1,1,9.84,9.85,38,32.9975,14,140,154
2251,2011-06-01 17:00:00,2,0,1,1,35.26,40.15,47,19.9995,52,434,486
6200,2012-02-14 14:00:00,1,0,1,1,16.4,20.455,40,15.0013,13,111,124
10298,2012-11-14 12:00:00,4,0,1,1,13.94,16.665,46,0.0,40,200,240
7875,2012-06-08 12:00:00,2,0,1,1,29.52,32.575,39,22.0028,89,280,369
1017,2011-03-06 21:00:00,1,0,0,3,9.84,9.09,93,40.9973,1,6,7
10873,2012-12-19 11:00:00,4,0,1,1,16.4,20.455,54,15.0013,31,169,200
882,2011-03-01 05:00:00,1,0,1,1,8.2,9.09,64,19.0012,1,1,2
2702,2011-07-01 12:00:00,3,0,1,1,32.8,34.85,26,0.0,83,180,263
1413,2011-04-04 18:00:00,2,0,1,2,29.52,31.82,23,32.9975,78,308,386
3134,2011-07-19 12:00:00,3,0,1,1,34.44,40.91,56,6.0032,26,127,153
4220,2011-10-07 21:00:00,4,0,1,1,20.5,24.24,68,0.0,22,144,166
896,2011-03-01 19:00:00,1,0,1,1,12.3,15.15,49,8.9981,4,115,119
635,2011-02-09 16:00:00,1,0,1,2,8.2,9.85,37,16.9979,7,72,79
4196,2011-10-06 21:00:00,4,0,1,1,18.86,22.725,88,6.0032,34,161,195
2553,2011-06-14 07:00:00,2,0,1,1,22.96,26.515,52,27.9993,19,346,365
8091,2012-06-17 12:00:00,2,0,0,1,25.42,31.06,57,0.0,260,355,615
10503,2012-12-04 01:00:00,4,0,1,1,17.22,21.21,82,7.0015,3,22,25
3095,2011-07-17 21:00:00,3,0,0,1,30.34,34.09,62,15.0013,59,148,207
3926,2011-09-14 15:00:00,3,0,1,1,31.98,35.605,49,16.9979,30,146,176
5377,2011-12-18 03:00:00,4,0,0,1,9.02,10.605,55,15.0013,2,16,18
10536,2012-12-05 10:00:00,4,0,1,2,18.04,21.97,47,23.9994,14,127,141
2123,2011-05-15 09:00:00,2,0,0,1,23.78,27.275,83,16.9979,36,98,134
4024,2011-09-18 17:00:00,3,0,0,2,22.96,26.515,64,12.998,95,230,325
10002,2012-11-02 03:00:00,4,0,1,1,12.3,15.15,70,11.0014,0,3,3
8718,2012-08-05 15:00:00,3,0,0,1,36.9,40.91,37,35.0008,164,286,450
